id,char_id,name,base_hp,stats_1,stats_2,stats_3,stats_4,stats_5,stats_6,background,race,class_starting,class_starting_level,subclass_starting,class_other,subclass_other,total_level,feats,inventory,date_modified,notes_len,gold
226,4861,Dorn Gnollwood,12,12,13,13,13,11,13,Acolyte,Human,Paladin,3,Oath of Devotion,,,3,Grappler,Longsword,2018-06-29T15:37:47Z,0,0.0
227,4871,Karmar,12,0,0,0,0,0,0,,Elf,Barbarian,6,,,,6,,,2018-06-29T15:37:47Z,0,0.0
228,4872,Ceiteach Mac GiollaBridhe,12,14,15,13,10,12,8,Acolyte,Human,Monk,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
229,4873,AlecSteelToo's Character,12,10,19,15,14,12,13,,Elf,Rogue,1,,,,1,,Abacus,2018-06-29T15:37:47Z,0,0.0
230,4884,Hylan Brach,34,14,11,16,8,10,14,Criminal / Spy,Dwarf,Sorcerer,8,Divine Soul,,,8,,Dwarven Thrower,2021-10-15T18:39:27.683Z,0,0.0
231,4889,Venfina,12,8,13,14,12,10,15,Criminal / Spy,Halfling,Warlock,2,The Fiend,,,2,,Studded Leather/Longsword/Shortbow,2021-07-01T17:27:12Z,0,0.0
232,4894,Rintin,12,17,11,16,11,14,13,Noble,Dragonborn,Paladin,5,Oath of Devotion,,,5,Grappler,,2018-06-29T15:37:47Z,0,0.0
233,4900,Brinise,12,15,10,14,8,12,13,Acolyte,Dwarf,Paladin,8,Oath of Devotion,,,8,,Chain Mail/Greataxe,2018-06-29T15:37:47Z,0,0.0
234,4908,Gilby Turen,12,13,19,15,17,13,9,Criminal / Spy,Gnome,Rogue,1,,,,1,,"Potion of Clairvoyance/Potion of Clairvoyance/Ring of Animal Influence/Ring of Animal Influence/Leather","+1/Dagger","+2/Crossbow","hand/Dagger/Dagger/Shortsword/Candle/Rope","Hempen (50 feet)/Burglar's Pack/Thieves' Tools/Dice Set",2018-06-29T15:37:47Z,0,968.2
235,4911,Aluwalyn,12,15,14,13,8,12,10,Soldier,Goliath,Fighter,12,Champion,,,12,Grappler,"Boots of Striding and Springing/Cloak of Elvenkind/Studded Leather","+2/Halberd","+3",2018-06-29T15:37:47Z,0,0.0
236,4913,Fonkin,12,8,15,11,15,12,10,Sage,Gnome,Wizard,6,School of Evocation,,,6,,Dagger/Component Pouch/Spellbook,2018-07-27T03:07:37.917Z,0,0.0
237,4920,Aria,13,12,15,14,12,14,13,Sage,Shifter (UA),Druid,2,Circle of the Stars (archived),,,2,,"Leather/Dagger/Scimitar/Backpack/Bedroll/Clothes","Common/Mess Kit/Rations (1 day)/Rope","Hempen (50 feet)/Tinderbox/Torch/Waterskin/Druidic Focus",2020-10-02T01:00:09Z,129,10.0
238,4934,Berendir,12,13,14,16,17,11,14,Sage,Half-Elf,Wizard,1,,,,1,,"Dagger/Longsword/Quarterstaff/Ink (1 ounce bottle)/Ink Pen/Bedroll/Clothes","Common/Component Pouch/Mess Kit/Potion of Healing/Pouch/Rations (1 day)/Spellbook/Tinderbox/Torch/Waterskin/Scholar's Pack",2018-06-29T15:37:47Z,1270,16.0
239,4938,Ellan,12,13,8,14,10,15,12,Acolyte,Dwarf,Cleric,3,,,,3,,,2018-06-29T15:37:47Z,0,0.0
240,4939,Myrthas Creed,19,12,17,13,12,15,12,Criminal / Spy,Half-Elf,Ranger,2,,Rogue,,3,,"Leather/Shortsword/Shortsword/Longbow/Arrows/Clothes","Common/Crowbar/Grappling Hook/Rope","Hempen (50 feet)/Dungeoneer's Pack",2018-06-29T15:37:47Z,390,73.0
241,4940,Pesyola,10,16,14,5,16,15,12,Noble,Human,Cleric,2,Life Domain,,,2,Grappler,,2018-06-29T15:37:47Z,0,0.0
242,4950,Qeldhall,8,8,13,14,10,15,12,Sage,Gnome,Druid,1,,,,1,,Shield/Leather/Scimitar/Explorer's Pack/Sprig of Mistletoe,2018-06-29T15:37:47Z,0,0.0
243,4952,Axel,12,15,11,15,8,10,12,Recon Sniper [HB],Human,Barbarian,1,,Fighter,,3,Grappler,"Bag of Holding/Arrows","+1/Tower Shield [HB]/Deck of Loots [HB]/Deck of Loots [HB]/Bag of Holding - Test/Arrows/Divine Intervention Card [HB]",2022-04-05T06:11:57.973Z,0,0.0
244,4956,CaptainCastration's Character,12,14,8,12,12,13,14,Soldier,Human,Fighter,1,,,,1,Grappler,Scale Mail/Shield/Longsword/Dungeoneer's Pack,2018-06-29T15:37:47Z,0,0.0
245,4963,Test Char #1,12,18,0,18,18,18,18,,Dragonborn,Barbarian,1,,Fighter,,20,,,2018-06-29T15:37:47Z,0,0.0
246,4973,Azura,12,0,0,0,0,0,0,,Elf,Bard,7,,,,7,,,2018-06-29T15:37:47Z,0,0.0
247,4980,Dolbek,12,12,11,15,9,18,11,Acolyte,Dwarf,Cleric,11,Life Domain,,,11,,"Boots of Elvenkind/Cloak of Displacement/Cloak of Elvenkind/Dust of Sneezing and Choking/Dust of Sneezing and Choking/Dust of Sneezing and Choking/Necklace of Adaptation/Potion of Animal Friendship/Potion of Water Breathing/Robe of Useful Items/Tome of Understanding/Wand of Binding/Adamantine Chain Mail/Splint","+3/Warhammer/Brewer's Supplies/Ball Bearings (bag of 1,000)/Mirror","Steel/Potion of Healing (Greater)/Healer's Kit/Scale Mail/Emblem",2018-06-29T15:37:47Z,0,12496.14
248,4984,Kyojin,42,15,14,13,10,12,8,Sage,Dragonborn,Monk,6,Way of the Open Hand,,,6,,"Amulet of Health/Quarterstaff","+2/Arrows/Backpack",2018-06-29T15:37:47Z,0,0.0
249,4988,seldon's Character,12,8,8,8,8,15,8,,Dwarf,Cleric,1,Life Domain,,,1,,,2018-06-29T15:37:47Z,0,0.0
250,4992,Oakley Travers,12,14,16,10,13,13,17,Criminal / Spy,Human,Bard,12,College of Lore,,,12,,,2018-06-29T15:37:47Z,0,0.0
251,4994,Thaime Ioborn,80,18,14,15,10,14,17,Soldier,Dragonborn,Fighter,8,Champion,Barbarian,,10,,"Plate/Longsword/Longsword/Acid (vial)/Grappling Hook/Rope","Hempen (50 feet)/Cartographer's Tools/Navigator's Tools",2018-06-29T15:37:47Z,0,0.0
252,5007,Quent Hoodlow,12,15,10,15,10,11,10,Folk Hero,Half-Orc,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
253,5014,Bran Dawnstrider,73,9,15,11,8,15,13,Acolyte,Human,Monk,9,Way of the Sun Soul,Cleric,Light Domain,14,Tough,"Bag of Holding/Cloak of Protection/Winged Boots/Shortsword","+1/Quarterstaff/Dart/Backpack/Clothes","Common/Crowbar/Hammer/Piton/Rations (1 day)/Rope","Hempen (50 feet)/Waterskin/Tinderbox/Torch/Amulet",2018-10-11T19:04:40.423Z,300,6822.0
254,5022,Galaron,12,10,15,8,13,12,14,Criminal / Spy,Halfling,Rogue,5,Thief,,,5,,,2018-06-29T15:37:47Z,0,0.0
255,5025,Coat,6,6,15,13,13,11,14,Acolyte,Human,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
256,5033,Falafel,12,13,16,13,13,15,10,,Elf,Monk,5,Way of the Open Hand,,,5,,"Cloak of Elvenkind/Shortsword","+1",2018-06-29T15:37:47Z,0,35.0
257,5037,Shaka Barugo,37,10,17,14,11,13,18,,Halfling,Bard,12,College of Lore,,,12,War Caster,Iron Bands of Binding/Oathbow/Elemental Gem (Emerald)/Ring of Cold Resistance/Studded Leather/Shortsword/Drum/Flute/Viol,2020-07-13T07:43:27Z,714,3052.9
258,5040,Geoff,12,12,15,13,8,14,10,,Human,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
259,5043,Darkjonin's Character,12,15,14,13,10,12,8,Soldier,Human,Fighter,3,,,,3,,,2018-06-29T15:37:47Z,0,0.0
260,5055,Silver Beard,52,13,15,14,10,8,12,Mercenary Veteran,Half-Orc,Fighter,8,Battle Master,Barbarian,,9,,"Shield/Chain Mail/Pelt/Crossbow","light/Crossbow Bolts/Backpack/Crowbar/Hammer/Piton/Rations (1 day)/Rope","Hempen (50 feet)/Tinderbox/Torch/Waterskin",2021-08-12T02:18:35Z,82,10.0
261,5058,Tiffany,12,14,15,13,12,10,8,Folk Hero,Elf,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
262,5062,Acanthus Aemaeth Vallmaunt,12,8,13,14,12,10,15,,Half-Elf,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
263,5070,Umpa's Character,12,18,10,10,16,16,16,Folk Hero,Human,Druid,3,,,,3,,,2018-07-31T10:35:33.187Z,0,0.0
264,5075,Jolie Youngblight,10,15,14,13,12,10,8,Folk Hero,Human,Fighter,1,,,,1,,"Shield/Leather/Longsword/Crossbow","light/Longbow/Arrows/Crossbow Bolts/Backpack/Bedroll/Clothes","Common/Mess Kit/Pot","Iron/Rations (1 day)/Rope","Hempen (50 feet)/Shovel/Tinderbox/Torch/Waterskin/Mason's Tools",2022-11-15T09:54:05.053Z,0,10.0
265,5080,AzerDime,12,8,10,14,13,12,15,Sage,Tiefling,Sorcerer,1,Draconic Bloodline,,,1,,,2018-06-29T15:37:47Z,0,0.0
266,5084,Odysseus's Character,12,0,0,0,0,0,0,,Halfling,Paladin,2,,Warlock,,5,,,2018-06-29T15:37:47Z,0,0.0
267,5099,Ungrun Rockseeker,63,14,12,13,10,15,8,Soldier,Dwarf,Cleric,12,Life Domain,,,12,Resilient (Constitution),"Arrow-Catching Shield/Rope of Entanglement/Chain Mail","+2/Mace","+1/Warhammer","+1/diamond/misty step diamond/Dagger/Handaxe/Handaxe/Backpack/Clothes","Fine/Component Pouch/Crowbar/Rope","Hempen (50 feet)/Pouch/Signet Ring/Decanter of Endless Water/Tome of Understanding/Potion of Healing (Superior)/Hammer/Piton/Rations (1 day)/Mason's Tools/Vestments/Crampons/Ball Bearings (bag of 1,000)/Caltrops (bag of 20)/Chalk (1 piece)/Holy Water (flask)/Perfume (vial)/Tinderbox/Playing Card Set",2022-10-29T04:59:38.147Z,640,0.0
268,5104,DisgracedSphere's Character,12,0,0,0,0,0,0,,Human,Rogue,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
269,5113,Pyre,28,13,8,9,7,10,10,Folk Hero,Genasi,Monk,5,,,,5,Skilled,Dwarven Thrower/Robe of the Archmagi/Staff of the Magi/Shortbow/Warhammer,2019-09-16T19:12:04.523Z,0,0.0
270,5115,bolo ,12,10,14,12,13,8,15,Folk Hero,Half-Elf,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
271,5140,Kerash,6,12,15,13,10,14,8,Acolyte,Half-Orc,Monk,1,,,,1,,Dart/Shortsword/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
272,5141,Jocelyn Fletcher,12,12,18,15,14,12,17,,Human,Rogue,1,,,,1,,"Leather/Dagger/Dagger/Shortbow/Rapier/Clothes","Fine/Burglar's Pack/Disguise Kit/Forgery Kit/Thieves' Tools",2018-06-29T15:37:47Z,0,0.0
273,5147,Kreena,12,10,15,14,8,8,15,Soldier,Human,Paladin,5,,Rogue,,10,,Scale Mail/Shortsword/Shortsword,2018-06-29T15:37:47Z,0,0.0
274,5157,Caliban,12,15,14,13,12,8,10,Noble,Human,Fighter,6,Champion,,,6,,,2018-06-29T15:37:47Z,0,0.0
275,5162,Rex,12,0,0,0,0,0,0,,Human,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
276,5165,Malle,12,8,14,10,13,15,12,Sage,Half-Elf,Druid,3,,,,3,,Studded Leather/Quarterstaff/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
277,5175,CawCaw's Character,12,0,0,0,0,0,0,,Human,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
278,5177,Balon Coppershield,12,14,14,14,11,7,14,Criminal / Spy,Dragonborn,Barbarian,4,Path of the Berserker,,,4,,,2018-06-29T15:37:47Z,0,0.0
279,5181,Hennessey,10,13,6,11,12,6,7,Folk Hero,Aarakocra,Ranger,1,,,,1,,Chain Mail,2018-06-29T15:37:47Z,0,0.0
280,5200,Test Rouge Dude,12,0,0,0,0,0,0,,Halfling,Rogue,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
281,5208,Ukrek,12,14,12,15,9,12,10,Soldier,Half-Orc,Barbarian,1,,,,1,,Greatsword,2018-06-29T15:37:47Z,0,0.0
282,5210,Therliann,12,12,10,14,8,15,13,Acolyte,Dragonborn,Cleric,1,Life Domain,,,1,,,2018-06-29T15:37:47Z,0,0.0
283,5211,whiver,12,8,15,12,14,14,8,Noble,Genasi,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
284,5212,Banthar Kelly,12,0,0,0,0,0,0,,Human,Warlock,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
285,5214,Logico,12,14,15,13,12,10,8,,Elf,Ranger,4,Hunter,,,4,,"Dagger","+1/Leather/Dagger/Dagger/Longbow/Blanket/Clothes","Common/Explorer's Pack",2018-06-29T15:37:47Z,0,0.0
286,5222,Ivar Sabertooth,12,10,15,13,14,8,12,Noble,Half-Orc,Rogue,1,,,,1,,"Studded Leather/Dagger/Crossbow","light/Rapier/Burglar's Pack",2018-06-29T15:37:47Z,0,155.0
287,5223,Alywalyn,24,8,8,8,8,8,8,Sage,Gnome,Druid,5,Circle of the Land (Underdark),,,5,,,2018-06-29T15:37:47Z,0,0.0
288,5224,Vaxo Romanov,12,16,12,15,12,15,16,Soldier,Half-Elf,Paladin,1,,,,1,,Chain Mail/Longsword,2018-06-29T15:37:47Z,0,0.0
289,5231,Dan712's Character,12,10,15,10,10,10,15,,Halfling,Bard,4,College of Lore,,,4,,,2018-06-29T15:37:47Z,0,0.0
290,5238,Leolamin,12,8,10,12,14,13,15,,Dragonborn,Warlock,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
291,5247,Ostooth,12,15,13,14,12,8,10,Criminal / Spy,Half-Orc,Fighter,1,,,,1,,Chain Mail/Dagger/Dagger/Greataxe/Maul,2018-06-29T15:37:47Z,0,0.0
292,5249,Damash ,12,12,15,14,8,10,13,,Dragonborn,Rogue,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
293,5257,Ryjinn,18,10,15,12,8,14,13,Acolyte,Dragonborn,Monk,3,Way of the Open Hand,,,3,,Quarterstaff/Dart,2018-06-29T15:37:47Z,0,18.0
294,5258,Pananer,12,14,8,13,12,15,10,Sage,Half-Orc,Cleric,1,Life Domain,,,1,,,2018-06-29T15:37:47Z,0,0.0
295,5263,Jay,50,11,12,12,12,12,10,Folk Hero,Genasi,Cleric,7,Life Domain,,,7,,,2018-06-29T15:37:47Z,0,0.0
296,5268,Haakon Jarrick,12,0,0,0,0,0,0,,Goliath,Fighter,2,,,,2,,,2018-06-29T15:37:47Z,0,0.0
297,5271,Smirk,12,0,0,0,0,0,0,,Halfling,Ranger,3,,,,3,,,2018-06-29T15:37:47Z,0,0.0
298,5274,Timison Briarholdt,32,10,16,12,12,14,16,,Halfling,Rogue,4,,,,4,,"Studded Leather/Dagger/Shortbow/Rapier/Clothes","Costume/Grappling Hook/Lantern","Hooded/Mirror","Steel/Explorer's Pack/Thieves' Tools",2018-06-29T15:37:47Z,615,216.09
299,5275,Shcnitzel (Ignacia Pubulous),12,11,12,12,11,11,16,Acolyte,Half-Orc,Warlock,6,,,,6,Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
300,5281,Vesial,12,16,12,17,12,11,15,Soldier,Dragonborn,Paladin,1,,,,1,,Shield/Chain Mail/Longsword/Javelin/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
301,5286,Caelthara Galalinde,12,12,15,14,10,13,8,Criminal / Spy,Elf,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
302,5291,Chris David,103,12,8,10,6,3,14,Noble,Aarakocra,Bard,20,College of Lore,,,20,Dual Wielder,Adamantine Breastplate/Jar of Bees/Jar of Bees/Vessel of Pure Magic/Wythis' Stone Gear/Moutain's Carapace Cape/Scythes of Wythis/Chaos Orb Rapier/Nautical Knuckles/Proven Coin/Blood of Chaos/Deck of Chaos/Wand of Chaos/Shortsword/Glasses of Nerdicon/Wand of Swarming Ducks/Shadowood Knuckle/Unbroken Proven Shield/Book of Misspelling/Potion of Via/Heretic's Blade/Potion of New Self/Quillblade +1/Cocaine/Balabajube's Nail Polish/Procrasterock,2018-06-29T15:37:47Z,0,0.0
303,5299,ChongoBongo's Character,12,15,8,14,10,13,12,,Goliath,Barbarian,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
304,5301,lirit Nightfall,22,8,14,13,15,12,10,Sage,Elf,Wizard,5,Bladesinging,,,5,,"Ring of Fire Resistance/Studded Leather/Dagger/Crossbow","light/Rapier/Longbow/Arrows/Crossbow Bolts/Backpack/Bedroll/Case","Crossbow Bolt/Chalk (1 piece)/Clothes","Common/Spellbook/Quiver/Orb/Mess Kit/Tinderbox/Torch/Rations (1 day)/Waterskin/Rope","Hempen (50 feet)",2018-10-15T20:45:18.003Z,19,582.95
305,5302,Arya,12,15,10,13,10,10,14,Soldier,Half-Elf,Paladin,1,,,,1,,Shield/Chain Mail/Longsword/Greatsword/Explorer's Pack,2018-06-29T15:37:47Z,18,10.0
306,5307,Tenebris Brightcrow,12,0,0,0,0,0,0,,Tiefling,Bard,5,College of Lore,,,5,,,2018-06-29T15:37:47Z,0,0.0
307,5308,Koran Dun,12,8,16,12,10,10,16,,Tiefling,Sorcerer,3,Draconic Bloodline,,,3,,,2018-06-29T22:24:22.03Z,0,0.0
308,5314,Moloch,12,8,15,14,10,10,14,Soldier,Tiefling,Warlock,2,The Fiend,,,2,,,2018-06-29T15:37:47Z,0,0.0
309,5315,Vyraexii's Character,12,18,18,14,14,12,13,Noble,Elf,Ranger,1,,,,1,,Longsword/Shortsword/Longbow/Arrows,2018-06-29T15:37:47Z,0,0.0
310,5316,Seldar Everlight,58,15,12,15,10,16,12,Acolyte,Human,Cleric,11,Light Domain,,,11,Observant/War Caster,"Bag of Holding/Goggles of Night/Mace of Disruption/Robe of Scintillating Colors/Stone of Good Luck (Luckstone)/Ring of Psychic Resistance/Shield/Breastplate/Mace/Crossbow","light/Crossbow Bolts/Backpack/Bedroll/Mess Kit/Rope","Hempen (50 feet)/Tinderbox/Rations (1 day)/Torch",2020-10-06T01:17:22Z,78,13181.67
311,5322,Носиасса,12,15,8,13,12,8,15,,Dragonborn,Warlock,10,The Fiend,,,10,,,2018-09-10T07:31:04.62Z,0,0.0
312,5327,Lia Carric,107,13,15,12,10,14,8,Outlander,Elf,Ranger,20,Hunter,,,20,Athlete/Dual Wielder,"Boots of Elvenkind/Bracers of Archery/Cloak of Elvenkind/Elven Chain/Headband of Intellect/Ring of Mind Shielding/Sun Blade/Wand of Wonder/Wings of Flying/Studded Leather","+3/Spell Scroll (5th Level)/Vorpal Longsword/Longbow","+1/Longsword","+1/Rapier/Driftglobe/Rod of Resurrection/Longbow","+3/Quiver of Ehlonna/Trident","+1/Moonblade",2018-06-29T15:37:47Z,0,3908.0
313,5329,Grada,6,12,11,9,11,15,9,Noble,Elf,Rogue,1,,,,1,,Shortsword/Abacus/Acid (vial),2018-06-29T15:37:47Z,86,0.0
314,5345,Oriret,12,0,0,0,0,0,0,,Human,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
315,5348,Bheltharn,12,9,13,14,17,9,12,,Human,Wizard,3,,,,3,Grappler,Dagger/Spellbook/Staff,2018-06-29T15:37:47Z,0,0.0
316,5352,Bree Thorngage,33,13,15,12,8,14,10,Outlander,Halfling,Monk,6,Way of the Open Hand,,,6,,"Bracers of Defense/Gloves of Missile Snaring/Goggles of Night/Dagger","+1/Mace","+1/Javelin/Spear/Clothes","Common",2020-11-06T17:35:20Z,79,5149.0
317,5361,Recursive's Character,12,8,10,13,15,14,12,Sage,Tiefling,Wizard,6,School of Evocation,,,6,,,2018-06-29T15:37:47Z,0,0.0
318,5380,Hercules,12,17,15,16,10,10,10,Soldier,Human,Barbarian,5,Path of the Berserker,,,5,,"Greatsword","+1/Greatsword","+1",2018-06-29T15:37:47Z,0,0.0
319,5386,Therius Vrago,56,8,13,12,10,14,16,,Tiefling,Bard,9,College of Lore,,,9,,Studded Leather/Shield,2018-06-29T15:37:47Z,0,0.0
320,5397,Vyukris,12,15,17,12,11,14,10,Folk Hero,Genasi,Ranger,14,Hunter,,,14,,,2018-06-29T15:37:47Z,0,0.0
321,5399,Val'iek Shadow,12,10,13,8,15,12,14,Criminal / Spy,Human,Rogue,6,Thief,,,6,Svirfneblin Magic,Amulet of the Planes/Bag of Holding/Bag of Tricks/Cloak of Arachnida/Dagger of Venom/Glamoured Studded Leather/Diplomat's Pack/Disguise Kit,2018-06-29T15:37:47Z,0,0.0
322,5400,Ilondris Aldaveil,99,10,14,12,12,17,8,Noble,Elf,Ranger,6,Hunter,Cleric/Fighter/Rogue,War Domain/Arcane Archer,17,Observant/Sharpshooter/Resilient (Wisdom),"Dust of Sneezing and Choking/Headband of Intellect/Tome of Understanding/Arrows","+1/Potion of Healing (Greater)/Longbow","+1/Mithral Plate/Shield/Shortsword/Shortsword/Clothes","Fine/Holy Water (flask)/Quiver/Explorer's Pack/Signet Ring/Dice Set/Rope","Hempen (50 feet)",2020-11-18T01:05:44Z,2518,77.0
323,5407,Vito Ito,124,15,10,13,10,10,14,Criminal / Spy,Half-Elf,Paladin,20,Oath of the Ancients,,,20,,Holy Avenger Greatsword/Adamantine Plate/Dagger/Handaxe/Explorer's Pack/Reliquary,2021-01-21T13:08:51Z,0,0.0
324,5408,Keth Kursek,12,10,13,12,8,14,15,Acolyte,Half-Orc,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
325,5411,Tarron Le'Cryk,12,8,14,14,10,12,14,Acolyte,Half-Elf,Sorcerer,3,Draconic Bloodline,,,3,,,2018-06-29T15:37:47Z,0,0.0
326,5413,Tham Amakiir,34,8,14,13,15,12,10,Sage,Elf,Wizard,8,,,,8,,Bag of Holding/Ring of Spell Storing/Rapier,2018-06-29T15:37:47Z,0,0.0
327,5424,Ducky Character,12,15,12,14,13,10,8,Soldier,Dragonborn,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
328,5426,Dirth,12,8,14,14,12,15,8,,Elf,Cleric,1,,,,1,,Chain Mail/Shortsword,2018-06-29T15:37:47Z,0,0.0
329,5440,Bakaras,26,8,14,14,15,10,10,Criminal / Spy,Feral Tiefling,Wizard,6,School of Enchantment,,,6,,"Winged Boots/Spell Scroll (2nd Level)/Spell Scroll (3rd Level)/Dagger/Clothes","Common/Crowbar/Pouch/Spellbook/Explorer's Pack/Wand",2021-07-02T06:37:40Z,2830,332.88
330,5443,Ascend,8,10,10,10,14,13,11,Acolyte,Genasi,Druid,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
331,5445,PaulAtredis's Character,12,15,13,14,12,10,8,Soldier,Human,Barbarian,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
332,5446,Carnil Sỳnfemir,12,8,15,14,15,10,8,Soldier,Elf,Wizard,13,School of Evocation,,,13,Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
333,5456,Kreeja,12,11,11,12,14,13,13,Sage,Aarakocra,Druid,1,,,,1,,"Leather/Dagger/Scimitar/Ink (1 ounce bottle)/Clothes","Common/Explorer's Pack",2018-06-29T15:37:47Z,58,10.0
334,5460,Garf Furypawn,42,16,14,17,6,6,12,Soldier,Goliath,Barbarian,6,,,,6,Grappler,Backpack,2018-06-29T15:37:47Z,0,0.0
335,5464,Alvyn Archlight Garrick,8,0,0,0,0,0,0,,Gnome,Cleric,3,,,,3,,,2018-06-29T15:37:47Z,0,0.0
336,5472,Boris's Character,12,15,13,10,14,12,8,,Human,Ranger,4,,,,4,Grappler,"Adamantine Chain Shirt/Adamantine Breastplate/Adamantine Breastplate/Adamantine Chain Mail/Armor of Fire Resistance","Hide/Armor of Fire Resistance","Hide/Abacus/Acid (vial)",2018-06-29T15:37:47Z,0,0.0
337,5479,Alchos Ohme,63,10,18,16,12,13,14,Urban Bounty Hunter,Genasi,Rogue,6,Swashbuckler,Fighter,Rune Knight (archived),11,Dual Wielder/Skilled,"Cloak of Protection/Glamoured Studded Leather/Ring of Psychic Resistance/Scimitar","+1/Scimitar","+1/Dagger of Blindsight/Leather/SPHERULE OF SURVIVAL/Dagger/Acid (vial)/Burglar's Pack",2020-12-14T07:08:14Z,26,0.0
338,5488,Joshua Dacre,12,10,16,13,11,10,17,,Human,Bard,10,College of Lore,,,10,,,2018-06-29T15:37:47Z,0,0.0
339,5498,joff,6,11,10,12,14,10,10,Sage,Human,Rogue,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
340,5500,Shen Long,53,14,16,14,9,15,10,Acolyte,Dragonborn,Monk,10,Way of the Open Hand,,,10,,"Dart/Shortsword/Clothes","Common/Pouch/Explorer's Pack",2018-06-29T15:37:47Z,0,45.55
341,5505,Antony de Vries,12,18,13,15,11,15,17,,Human,Paladin,1,,,,1,,"Plate","+3",2018-06-29T15:37:47Z,0,0.0
342,5506,Hawk,12,15,10,13,8,12,14,Soldier,Half-Elf,Paladin,1,,,,1,,Shield/Chain Mail/Longsword/Javelin/Priest's Pack,2018-06-29T15:37:47Z,0,0.0
343,5516,ThauN'Lightfire,12,15,12,14,8,10,13,Soldier,Dragonborn,Fighter,1,,,,1,,"Animated Shield/Armor of Force Resistance","Padded",2018-06-29T15:37:47Z,0,0.0
344,5518,Azuriel Boltsinger,12,15,8,12,10,13,14,Acolyte,Dragonborn,Paladin,2,,,,2,,Shield/Chain Mail/Longsword/Spear/Greatsword/Amulet,2018-06-29T15:37:47Z,17,0.0
345,5526,jekar,22,8,13,12,15,14,10,Outlander,Genasi,Wizard,5,School of Evocation,,,5,Spell Sniper (Wizard),"Headband of Intellect/Potion of Fire Breath/Quarterstaff/Crystal/Backpack/Bedroll/Clothes","Traveler's/Hunting Trap/Mess Kit/Potion of Healing/Rations (1 day)/Rope","Hempen (50 feet)/Spellbook/Tinderbox/Torch/Waterskin/Staff",2018-07-07T02:28:52.253Z,34,453.0
346,5530,Raghk Kimbatuul,45,15,8,13,10,12,14,Noble,Dragonborn,Paladin,7,Oath of Devotion,,,7,,"Potion of Invisibility/Driftglobe/Holy Symbol of Ravenkind/Shield/Chain Mail/Warhammer/Backpack/Bedroll/Case","Map or Scroll/Clothes","Fine/Lantern","Hooded/Mess Kit/Oil (flask)/Explorer's Pack/Sealing Wax/Dragonchess Set/Signet Ring/Amulet/Tinderbox/Torch/Rations (1 day)/Waterskin",2020-06-22T19:33:59Z,419,211.0
347,5532,Brother Brolin,12,15,8,13,10,12,14,Noble,Human,Paladin,1,,,,1,,"Longsword","+1/Shield/Chain Mail/Longsword/Javelin",2018-06-29T15:37:47Z,0,0.0
348,5534,Pyros,31,14,9,14,13,11,16,Hermit,Tiefling,Sorcerer,9,Draconic Bloodline,,,9,War Caster/Dragon Hide,"Amulet of Proof against Detection and Location/Potion of Poison Resistance/Sending Stones/Bag of Folding/Cinderblast's Talon/Staff of Defense/Dagger/Blanket/Case","Map or Scroll/Clothes","Common/Clothes","Traveler's/Crowbar/Hammer/Signet Ring/Spellbook/Piton/Torch/Tinderbox/Waterskin/Rope","Hempen (50 feet)/Herbalism Kit/Healer's Kit/Rations (1 day)",2020-10-25T00:09:52Z,369,1018.5
349,5541,Eadric Of Carford,21,8,14,13,15,10,12,Noble,Human,Wizard,5,School of Evocation,,,5,,"Elven Chain/Potion of Flying/Potion of Water Breathing/Dagger/Quarterstaff/Abacus/Clothes","Fine/Signet Ring/Spellbook/Scholar's Pack/Wand",2018-06-29T15:37:47Z,4,25.0
